9827554,9957725,3256,1139600,11097325,11.44
9827555,9970220,4524,1583400,11553620,15.88
9827556,9903869,3805,1331750,11235619,13.45
9827557,9979878,6448,2256800,12236678,22.61
9827558,9993345,4821,1687350,11680695,16.88
9827559,9981438,9115,3190250,13171688,31.96
9827560,9987506,5662,1981700,11969206,19.84
9827561,9989584,5972,2090200,12079784,20.92
9827562,9965178,3447,1206450,11171628,12.11
9827563,9979995,5802,2030700,12010695,20.35
9827564,9983952,5937,2077950,12061902,20.81
9827565,2830623,570,199500,3030123,7.05
9827566,9968308,5980,2093000,12061308,21.00
9827567,9716149,6502,2275700,11991849,23.42
9827568,9994528,7182,2513700,12508228,25.15
9827569,4521354,697,243950,4765304,5.40
9827570,9963448,7904,2766400,12729848,27.77
9827571,9964509,4258,1490300,11454809,14.96
9827572,4513113,1836,642600,5155713,14.24
9827573,9975916,3870,1354500,11330416,13.58
9827574,9972858,2123,743050,10715908,7.45
9827575,9990487,5207,1822450,11812937,18.24
9827576,9958010,3521,1232350,11190360,12.38
9827577,9989898,5265,1842750,11832648,18.45
9827578,9983386,5099,1784650,11768036,17.88
9827579,9977211,5048,1766800,11744011,17.71
9827580,9980709,5827,2039450,12020159,20.43
9827581,9973337,5589,1956150,11929487,19.61
9827582,9985416,2539,888650,10874066,8.90
9827583,4025128,741,259350,4284478,6.44
